english,icelandic,pos,definition_en,definition_is,status,source,alternatives,category,chapter,notes
condensation,þétting,,change from a gaseous to a liquid state,,approved,chemistry-society-csv,,other,10,
conductivity,rafleiðni,,,,approved,chemistry-society-csv,,other,,
configurational diastereomer,fjölhverfa,,,,approved,chemistry-society-csv,,other,,
conformation,stelling,,,,approved,chemistry-society-csv,,other,,
conformer,stellingarhverfa,,,,approved,chemistry-society-csv,,other,,
conical flask,keiluflaska,,,,approved,chemistry-society-csv,,other,,
conjugate acid,samoka sýra,,substance formed when a base gains a proton,,approved,chemistry-society-csv,,other,14,
conjugate base,samoka basi,,substance formed when an acid loses a proton,,approved,chemistry-society-csv,,other,14,
constitutional isomer,byggingarhverfa,,,,approved,chemistry-society-csv,,other,,
containment system,,,"(also, shield) a three-part structure of materials that protects the exterior of a nuclear fission reactor and operating personnel from the high temperatures, pressures, and radiation levels inside the reactor",,needs_review,openstax-glossary,,other,21,
continuous spectrum,,,"electromagnetic radiation given off in an unbroken series of wavelengths (e.g., white light from the sun)",,needs_review,openstax-glossary,,other,6,
control rod,,,material inserted into the fuel assembly that absorbs neutrons and can be raised or lowered to adjust the rate of a fission reaction,,needs_review,openstax-glossary,,other,21,
coordinate covalent bond,,,"(also, dative bond) covalent bond in which both electrons originated from the same atom",,needs_review,openstax-glossary,,other,15,
coordination compound,girðisamband,,stable compound in which the central metal atom or ion acts as a Lewis acid and accepts one or more pairs of electrons,,approved,chemistry-society-csv,,other,19,
coordination number,girðitala,,number of atoms closest to any given atom in a crystal or to the central metal atom in a complex,,approved,chemistry-society-csv,,other,10,
coordination sphere,,,central metal atom or ion plus the attached ligands of a complex,,needs_review,openstax-glossary,,other,19,
core electron,,,electron in an atom that occupies the orbitals of the inner shells,,needs_review,openstax-glossary,,other,6,
corrosion,tæring,,degradation of metal via a natural electrochemical process,,approved,chemistry-society-csv,,other,17,
coupled equilibria,,,system characterized the simultaneous establishment of two or more equilibrium reactions sharing one or more reactant or product,,needs_review,openstax-glossary,,other,15,
covalent bond,samgilt tengi,,attractive force between the nuclei of a molecule’s atoms and pairs of electrons between the atoms,aðdráttarkraftur milli kjarna atóma sameindar og rafeindapara milli atómanna,approved,chemistry-society-csv,samgildistengi,bonding,2,
covalent compound,samgilt efnasamband,,"(also, molecular compound) composed of molecules formed by atoms of two or more different elements",(einnig sameindaefnasamband) samsett úr sameindum sem myndaðar eru af atómum tveggja eða fleiri mismunandi frumefna,proposed,openstax-mt,,other,2,
covalent network solid,,,solid whose particles are held together by covalent bonds,,needs_review,openstax-glossary,,other,10,
covalent radius,,,one-half the distance between the nuclei of two identical atoms when they are joined by a covalent bond,,needs_review,openstax-glossary,,other,6,
crenation,,,process whereby biological cells become shriveled due to loss of water by osmosis,,needs_review,openstax-glossary,,other,11,
critical mass,,,amount of fissionable material that will support a self-sustaining (nuclear fission) chain reaction,,needs_review,openstax-glossary,,other,21,
critical point,markpunktur,,temperature and pressure above which a gas cannot be condensed into a liquid,,approved,chemistry-society-csv,,other,10,
critical pressure,markþrýstingur,,,,approved,chemistry-society-csv,,other,,
critical temperature,markhitastig,,,,approved,chemistry-society-csv,,other,,
cross section,þverskurður,,,,approved,chemistry-society-csv,,other,,
crucible,deigla,,,,approved,chemistry-society-csv,,other,,
crucible tongs,deiglutöng,,,,approved,chemistry-society-csv,,other,,
crystal,kristall,,,,approved,chemistry-society-csv,,other,,
crystal field theory,,,model that explains the energies of the orbitals in transition metals in terms of electrostatic interactions with the ligands but does not include metal ligand bonding,,needs_review,openstax-glossary,,other,19,
crystalline solid,kristalkennt fastefni,,solid in which the particles are arranged in a definite repeating pattern,,approved,chemistry-society-csv,,other,10,
rúmsentimetri (cm3 eða cc),rúmsentimetri (cm3 eða cc),,,rúmmál tenings með brúnarlengd nákvæmlega 1 cm,proposed,openstax-mt,,other,1,
cubic closest packing (CCP),,,crystalline structure in which planes of closely packed atoms or ions are stacked as a series of three alternating layers of different relative orientations (ABC),,needs_review,openstax-glossary,,other,10,
rúmmetri (m3),rúmmetri (m3),,,SI-eining rúmmáls,proposed,openstax-mt,,other,1,
curie (Ci),,,larger unit for rate of radioactive decay frequently used in medicine; 1 Ci = 3.7 × 1010 disintegrations/s,,needs_review,openstax-glossary,,other,21,
cuvette,kúvetta,,,,approved,chemistry-society-csv,,other,,
Dalton (Da),,,alternative unit equivalent to the atomic mass unit,,needs_review,openstax-glossary,,other,2,
Dalton’s atomic theory,Atómkenning Daltons,,set of postulates that established the fundamental properties of atoms,safn fullyrðinga sem settu fram grundvallareiginleika atóma,proposed,openstax-mt,,other,2,
Dalton’s law of partial pressures,Daltons-lögmálið um hlutþrýsting,,total pressure of a mixture of ideal gases is equal to the sum of the partial pressures of the component gases,heildarþrýstingur efnablöndu af kjörgasi er jafn summu hlutþrýstings íhlutagasanna,proposed,openstax-mt,,other,9,
daughter nuclide,,,nuclide produced by the radioactive decay of another nuclide; may be stable or may decay further,,needs_review,openstax-glossary,,other,21,
decomposition reaction,niðurbrotsefnahvarf,,,,approved,chemistry-society-csv,,other,,
degenerate orbitals,,,orbitals that have the same energy,,needs_review,openstax-glossary,,other,6,
degree of unsaturation,ómettunarstuðull,,,,approved,chemistry-society-csv,,other,,
density,eðlismassi,,ratio of mass to volume for a substance or object,hlutfall massa og rúmmáls fyrir efni eða hlut,approved,chemistry-society-csv,,measurements,1,
deposition,hélun,,change from a gaseous state directly to a solid state,,approved,chemistry-society-csv,,other,10,
deposition,útfelling,,change from a gaseous state directly to a solid state,,approved,chemistry-society-csv,,other,10,
desiccator,þurrkaskur,,,,approved,chemistry-society-csv,,other,,
diamagnetic,mótseglandi,,,,approved,chemistry-society-csv,,other,,
diamagnetism,,,phenomenon in which a material is not magnetic itself but is repelled by a magnetic field; it occurs when there are only paired electrons present,,needs_review,openstax-glossary,,other,8,
diastereomer,víxlhverfa,,,,approved,chemistry-society-csv,,other,,
diatomic,tvíatóma,,,,approved,chemistry-society-csv,,other,,
differential rate law,diffrað hraðalögmál,,,,approved,chemistry-society-csv,,other,,
diffraction,,,redirection of electromagnetic radiation that occurs when it encounters a physical barrier of appropriate dimensions,,needs_review,openstax-glossary,,other,10,
diffusion,sveim,,"movement of an atom or molecule from a region of relatively high concentration to one of relatively low concentration (discussed in this chapter with regard to gaseous species, but applicable to species in any phase)","flutningur atóms eða sameindar frá svæði með tiltölulega háum styrk yfir á svæði með tiltölulega lágum styrk (fjallað um í þessum kafla með tilliti til gasefna, en á við um efni í hvaða fasa sem er)",approved,chemistry-society-csv,,other,9,
diffusion rate,sveimhraði,,,,approved,chemistry-society-csv,,other,,
dilute,þunnur,,qualitative term for a solution containing solute at a relatively low concentration,þáttbundið hugtak yfir lausn sem inniheldur uppleyst efni í tiltölulega lágum styrk,approved,chemistry-society-csv,,solutions,3,Verb
dilute,þynna,,qualitative term for a solution containing solute at a relatively low concentration,þáttbundið hugtak yfir lausn sem inniheldur uppleyst efni í tiltölulega lágum styrk,approved,chemistry-society-csv,,solutions,3,Verb
dilute solution,þunn lausn,,,,approved,chemistry-society-csv,,other,,
dilution,þynning,,process of adding solvent to a solution in order to lower the concentration of solutes,ferli þar sem leysi er bætt við lausn til að minnka styrk uppleystra efna,approved,chemistry-society-csv,,other,3,
dimensional analysis,einingagreining,,"(also, factor-label method) versatile mathematical approach that can be applied to computations ranging from simple unit conversions to more complex, multi-step calculations involving several different quantities","(einnig þáttamerkingaraðferð) fjölhæf stærðfræðileg aðferð sem hægt er að beita við útreikninga, allt frá einföldum einingabreytingum til flóknari, margra þrepa útreikninga sem fela í sér nokkur mismunandi stærðir",approved,chemistry-society-csv,víddagreining,other,1,
dipole,tvískaut,,,,approved,chemistry-society-csv,,other,,
dipole moment,,,property of a molecule that describes the separation of charge determined by the sum of the individual bond moments based on the molecular structure,,needs_review,openstax-glossary,,other,7,
dipole-dipole attraction,,,intermolecular attraction between two permanent dipoles,,needs_review,openstax-glossary,,other,10,
diprotic acid,,,acid containing two ionizable hydrogen atoms per molecule,,needs_review,openstax-glossary,,other,14,
diprotic base,,,base capable of accepting two protons,,needs_review,openstax-glossary,,other,14,
dispersed phase,,,substance present as relatively large solid or liquid particles in a colloid,,needs_review,openstax-glossary,,other,11,
dispersion force,,,"(also, London dispersion force) attraction between two rapidly fluctuating, temporary dipoles; significant only when particles are very close together",,needs_review,openstax-glossary,,other,10,
dispersion medium,,,"solid, liquid, or gas in which colloidal particles are dispersed",,needs_review,openstax-glossary,,other,11,
disproportionation reaction,,,chemical reaction where a single reactant is simultaneously reduced and oxidized; it is both the reducing agent and the oxidizing agent,,needs_review,openstax-glossary,,other,18,
dissociation,klofnun,,physical process accompanying the dissolution of an ionic compound in which the compound’s constituent ions are solvated and dispersed throughout the solution,,approved,chemistry-society-csv,,other,11,
dissociation constant,,,(Kd) equilibrium constant for the decomposition of a complex ion into its components,,needs_review,openstax-glossary,,other,15,
dissolved,uppleyst,,describes the process by which solute components are dispersed in a solvent,lýsir ferlinu þar sem uppleystir efnisþættir dreifast í leysi,proposed,openstax-mt,,other,3,
distillation,eiming,,,,approved,chemistry-society-csv,,other,,
distillation bridge,eimbrú,,,,approved,chemistry-society-csv,,other,,
distribution,dreifing,,,,approved,chemistry-society-csv,,other,,
distribution of speeds,hraðadreifing,,,,approved,chemistry-society-csv,,other,,
donor atom,,,atom in a ligand with a lone pair of electrons that forms a coordinate covalent bond to a central metal,,needs_review,openstax-glossary,,other,19,
doping,íbæting,,,,approved,chemistry-society-csv,,other,,
double bond,tvítengi,,covalent bond in which two pairs of electrons are shared between two atoms,,approved,chemistry-society-csv,,other,7,
Downs cell,,,electrochemical cell used for the commercial preparation of metallic sodium (and chlorine) from molten sodium chloride,,needs_review,openstax-glossary,,other,18,
dry cell,,,"primary battery, also called a zinc-carbon battery, based on the spontaneous oxidation of zinc by manganese(IV)",,needs_review,openstax-glossary,,other,17,
drying tube,þurrkrör,,,,approved,chemistry-society-csv,,other,,
ductile,teygjanlegur,,,,approved,chemistry-society-csv,,other,,
dynamic equilibrium,kvikt jafnvægi,,state of a system in which reciprocal processes are occurring at equal rates,,approved,chemistry-society-csv,,other,10,
effective nuclear charge,virk kjarnhleðsla,,"charge that leads to the Coulomb force exerted by the nucleus on an electron, calculated as the nuclear charge minus shielding",,approved,chemistry-society-csv,,other,6,
effusion,útstreymi,,transfer of gaseous atoms or molecules from a container to a vacuum through very small openings,flutningur loftkenndra atóma eða sameinda úr íláti yfir í lofttæmi í gegnum mjög lítil op,proposed,openstax-mt,,other,9,
electric charge,hleðsla,,,,approved,chemistry-society-csv,,other,,
electric current,straumur,,,,approved,chemistry-society-csv,,other,,
electric field,rafsvið,,,,approved,chemistry-society-csv,,other,,
electrical circuit,rafrás,,,,approved,chemistry-society-csv,,other,,
electrical resistance,viðnám,,,,approved,chemistry-society-csv,,other,,
electrochemistry,rafefnafræði,,,,approved,chemistry-society-csv,,other,,
electrode,raftroð,,,,approved,chemistry-society-csv,,other,,
electrolysis,rafgreining,,process using electrical energy to cause a nonspontaneous process to occur,,approved,chemistry-society-csv,,other,17,
electrolyte,rafkleyfi,,substance that produces ions when dissolved in water,,approved,chemistry-society-csv,,other,11,
electrolytic cell,rafker,,electrochemical cell in which an external source of electrical power is used to drive an otherwise nonspontaneous process,,approved,chemistry-society-csv,,other,17,
electromagnetic field,rafsegulsvið,,,,approved,chemistry-society-csv,,other,,
electromagnetic radiation,rafsegulgeislun,,energy transmitted by waves that have an electric-field component and a magnetic-field component,,approved,chemistry-society-csv,,other,6,
electromagnetic spectrum,,,"range of energies that electromagnetic radiation can comprise, including radio, microwaves, infrared, visible, ultraviolet, X-rays, and gamma rays",,needs_review,openstax-glossary,,other,6,
electromagnetic wave,rafsegulbylgja,,,,approved,chemistry-society-csv,,other,,
electromotive force,íspenna,,,,approved,chemistry-society-csv,,other,,
electron,rafeind,,"negatively charged, subatomic particle of relatively low mass located outside the nucleus",neikvætt hlaðin öreind með tiltölulega lítinn massa sem er staðsett fyrir utan kjarnann,approved,chemistry-society-csv,,fundamental,2,
electron affinity,rafsækni,,energy change associated with addition of an electron to a gaseous atom or ion,,approved,chemistry-society-csv,,other,6,
electron capture,,,combination of a core electron with a proton to yield a neutron within the nucleus,,needs_review,openstax-glossary,,other,21,
electron configuration,rafeindaskipan,,listing that identifies the electron occupancy of an atom’s shells and subshells,,approved,chemistry-society-csv,,other,6,
electron density,rafeindaþéttleiki,,"a measure of the probability of locating an electron in a particular region of space, it is equal to the squared absolute value of the wave function ψ",,approved,chemistry-society-csv,,other,6,
electron donating group,rafeindaveitandi hópur,,,,approved,chemistry-society-csv,,other,,
electron donating group,rafeindaveitandi hópur,,,,approved,chemistry-society-csv,,other,,
electron microscope,rafeindasmásjá,,,,approved,chemistry-society-csv,,other,,
electron pair,rafeindapar,,,,approved,chemistry-society-csv,,other,,
electron releasing group,rafeindaveitandi hópur,,,,approved,chemistry-society-csv,,other,,
electron volt (eV),,,"measurement unit of nuclear binding energies, with 1 eV equaling the amount energy due to the moving an electron across an electric potential difference of 1 volt",,needs_review,openstax-glossary,,other,21,
electron withdrawing group,rafeindatogandi hópur,,,,approved,chemistry-society-csv,,other,,
electron-pair geometry,,,"arrangement around a central atom of all regions of electron density (bonds, lone pairs, or unpaired electrons)",,needs_review,openstax-glossary,,other,7,
electronegativity,rafneikvæðni,,tendency of an atom to attract electrons in a bond to itself,,approved,chemistry-society-csv,,other,7,
electrophile,rafsækir,,,,approved,chemistry-society-csv,,other,,
electroplating,rafhúðun,,,,approved,chemistry-society-csv,,other,,
element,frumefni,,substance that is composed of a single type of atom; a substance that cannot be decomposed by a chemical change,efni sem er samsett úr einni tegund atóma; efni sem ekki er hægt að sundra með efnabreytingu,approved,chemistry-society-csv,,fundamental,1,
elemental analysis,frumefnagreining,,,,approved,chemistry-society-csv,,other,,
elementary reaction,grunnskrefshvarf,,"reaction that takes place in a single step, precisely as depicted in its chemical equation","hvarf sem á sér stað í einu skrefi, nákvæmlega eins og sýnt er í efnajöfnu þess",proposed,openstax-mt,,other,12,
elementary step,grunnskref,,,,approved,chemistry-society-csv,,other,,
elimination,brottnám,,,,approved,chemistry-society-csv,,other,,
emission,ljómun,,,,approved,chemistry-society-csv,,other,,
emission,útblástur,,,,approved,chemistry-society-csv,,other,,
empirical formula,reynsluformúla,,formula showing the composition of a compound given as the simplest whole-number ratio of atoms,formúla sem sýnir samsetningu efnasambands gefna upp sem einfaldasta heiltöluhlutfall atóma,approved,chemistry-society-csv,,other,2,
empirical formula mass,massi reynsluformúlu,,sum of average atomic masses for all atoms represented in an empirical formula,summa meðalatómmassa allra atóma í reynsluformúlu,proposed,openstax-mt,,other,3,
emulsifying agent,,,amphiphilic substance used to stabilize the particles of some emulsions,,needs_review,openstax-glossary,,other,11,
emulsion,,,colloid formed from immiscible liquids,,needs_review,openstax-glossary,,other,11,
enantiomer,handhverfa,,,,approved,chemistry-society-csv,,other,,
end point,jafngildispunktur,,measured volume of titrant solution that yields the change in sample solution appearance or other property expected for stoichiometric equivalence (see equivalence point),mælt rúmmál títrantslausnar sem veldur breytingu á útliti sýnislausnar eða öðrum eiginleikum sem búist er við fyrir efnajafngildi (sjá jafngildispunktur),proposed,openstax-mt,,other,4,
endothermic,innvermið,,,,approved,chemistry-society-csv,,other,,
endothermic process,innvermið ferli,,chemical reaction or physical change that absorbs heat,efnahvarf eða eðlisbreyting sem gleypir varma,proposed,openstax-mt,,other,5,
energy,orka,,capacity to supply heat or do work,geta til að veita varma eða vinna vinnu,approved,chemistry-society-csv,,concepts,5,
energy density,orkuþéttleiki,,,,approved,chemistry-society-csv,,other,,
enthalpy,vermi,,,,approved,chemistry-society-csv,,other,,
vermi (H),vermi (H),,,summa innri orku kerfis og stærðfræðilegs margfeldis þrýstings þess og rúmmáls,proposed,openstax-mt,,other,5,
enthalpy change,vermibreyting,,,,approved,chemistry-society-csv,,other,,
vermibreyting (ΔH),vermibreyting (ΔH),,,varmi sem losnar eða er tekinn upp af kerfi við stöðugan þrýsting í efna- eða eðlisfræðilegu ferli,proposed,openstax-mt,,other,5,
enthalpy of combustion,brunavermi,,,,approved,chemistry-society-csv,,other,,
enthalpy of formation,myndunarvermi,,,,approved,chemistry-society-csv,,other,,
enthalpy of fusion,bráðnunarvermi,,,,approved,chemistry-society-csv,,other,,
enthalpy of sublimation,þurrgufunarvermi,,,,approved,chemistry-society-csv,,other,,
enthalpy of vaporization,gufunarvermi,,,,approved,chemistry-society-csv,,other,,
entropy,óreiða,,,,approved,chemistry-society-csv,,other,,
enzyme,ensím,,,,approved,chemistry-society-csv,,other,,
equatorial position,,,one of the three positions in a trigonal bipyramidal geometry with 120° angles between them; the axial positions are located at a 90° angle,,needs_review,openstax-glossary,,other,7,
equilibrium,jafnvægi,,state of a reversible reaction in which the forward and reverse processes occur at equal rates,ástand afturkræfs efnahvarfs þar sem framhvarfið og bakhvarfið eiga sér stað með jöfnum hraða,approved,chemistry-society-csv,,reactions,13,Chemical equilibrium
equilibrium concentration,jafnvægisstyrkur,,,,approved,chemistry-society-csv,,other,,
equilibrium constant,jafnvægisfasti,,,,approved,chemistry-society-csv,,other,,
jafnvægisfasti (K),jafnvægisfasti (K),,,gildi hvarfstuðuls fyrir kerfi í jafnvægi; má gefa upp með styrk (Kc) eða hlutþrýstingi (Kp),proposed,openstax-mt,,other,13,
equilibrium pressure,jafnvægisþrýstingur,,,,approved,chemistry-society-csv,,other,,
equilibrium vapor pressure,jafnvægisgufunarþrýstingur,,,,approved,chemistry-society-csv,,other,,
equivalence point,jafngildispunktur,,volume of titrant solution required to react completely with the analyte in a titration analysis; provides a stoichiometric amount of titrant for the sample’s analyte according to the titration reaction,rúmmál títrantslausnar sem þarf til að hvarfast að fullu við greiningarefnið í títrunargreiningu; gefur efnajafngilt magn títrants fyrir greiningarefni sýnisins samkvæmt títrunarhvarfinu,approved,chemistry-society-csv,,other,4,
Erlenmeyer flask,keiluflaska,,,,approved,chemistry-society-csv,,other,,
ester,,,organic compound containing a carbonyl group with an attached oxygen atom that is bonded to a carbon substituent,,needs_review,openstax-glossary,,other,20,
ether,,,organic compound with an oxygen atom that is bonded to two carbon atoms,,needs_review,openstax-glossary,,other,20,
exact number,nákvæm tala,,number derived by counting or by definition,tala fengin með talningu eða samkvæmt skilgreiningu,proposed,openstax-mt,,other,1,
excess,umfram-,,,,approved,chemistry-society-csv,,other,,
excess,umframmagn,,,,approved,chemistry-society-csv,,other,,
excess reactant,umframhvarfefni,,reactant present in an amount greater than required by the reaction stoichiometry,hvarfefni sem er til staðar í meira magni en hlutfallaefnafræði hvarfsins krefst,proposed,openstax-mt,,other,4,
excited state,örvað ástand,,state having an energy greater than the ground-state energy,,approved,chemistry-society-csv,,other,6,
exothermic,útvermið,,,,approved,chemistry-society-csv,,other,,
exothermic process,útvermið ferli,,chemical reaction or physical change that releases heat,efnahvarf eða eðlisbreyting sem losar varma,proposed,openstax-mt,,other,5,
expansion work (pressure-volume work),þensluvinna (þrýstings-rúmmálsvinna),,work done as a system expands or contracts against external pressure,vinna sem er unnin þegar kerfi þenst út eða dregst saman gegn ytri þrýstingi,proposed,openstax-mt,,other,5,
experiment,tilraun,,,,approved,chemistry-society-csv,,other,,
extensive property,magnbundinn eiginleiki,,property of a substance that depends on the amount of the substance,eiginleiki efnis sem fer eftir magni efnisins,proposed,openstax-mt,,other,1,
external beam radiation therapy,,,radiation delivered by a machine outside the body,,needs_review,openstax-glossary,,other,21,
face-centered cubic,hliðarsetinn teningur,,,,approved,chemistry-society-csv,,other,,
face-centered cubic,hliðlæg teningslaga,verb,,,approved,chemistry-society-csv,,other,,
face-centered cubic (FCC) solid,,,crystalline structure consisting of a cubic unit cell with lattice points on the corners and in the center of each face,,needs_review,openstax-glossary,,other,10,
face-centered cubic unit cell,,,simplest repeating unit of a face-centered cubic crystal; it is a cube containing lattice points at each corner and in the center of each face,,needs_review,openstax-glossary,,other,10,
Fahrenheit,,,unit of temperature; water freezes at 32 °F and boils at 212 °F on this scale,,needs_review,openstax-glossary,,other,1,
Faraday’s constant (F),,,"charge on 1 mol of electrons; F = 96,485 C/mol e−",,needs_review,openstax-glossary,,other,17,
filter paper,síupappír,,,,approved,chemistry-society-csv,,other,,
filtration,síun,,,,approved,chemistry-society-csv,,other,,
first law of thermodynamics,fyrsta lögmál varmafræðinnar,,internal energy of a system changes due to heat flow in or out of the system or work done on or by the system,innri orka kerfis breytist vegna varmaflæðis inn í eða út úr kerfinu eða vinnu sem er unnin á kerfinu eða af því,proposed,openstax-mt,,other,5,
first order reaction,fyrsta stigs efnahvarf,,,,approved,chemistry-society-csv,,other,,
first transition series,,,"transition elements in the fourth period of the periodic table (first row of the d-block), atomic numbers 21–29",,needs_review,openstax-glossary,,other,19,
fissile (or fissionable),,,when a material is capable of sustaining a nuclear fission reaction,,needs_review,openstax-glossary,,other,21,
fission,kjarnaklofnun,,"splitting of a heavier nucleus into two or more lighter nuclei, usually accompanied by the conversion of mass into large amounts of energy",,approved,chemistry-society-csv,,other,21,
flame test,logapróf,,,,approved,chemistry-society-csv,,other,,
fluorescence,flúrljómun,,,,approved,chemistry-society-csv,,other,,
formal charge,,,charge that would result on an atom by taking the number of valence electrons on the neutral atom and subtracting the nonbonding electrons and the number of bonds (one-half of the bonding electrons),,needs_review,openstax-glossary,,other,7,
formation constant,myndunarfasti,,"(Kf) (also, stability constant) equilibrium constant for the formation of a complex ion from its components",,approved,chemistry-society-csv,,other,15,
formula mass,formúlumassi,,"sum of the average masses for all atoms represented in a chemical formula; for covalent compounds, this is also the molecular mass",summa meðalmassa allra atóma sem koma fram í efnaformúlu; fyrir samgild efnasambönd er þetta einnig sameindamassinn,proposed,openstax-mt,,other,3,
fourth transition series,,,"transition elements in the seventh period of the periodic table (fourth row of the d-block), atomic numbers 89 and 104–111",,needs_review,openstax-glossary,,other,19,
fractional crystallization,hlutkristöllun,,,,approved,chemistry-society-csv,,other,,
fractional distillation,hluteiming,,,,approved,chemistry-society-csv,,other,,
fractional precipitation,hlutfelling,,,,approved,chemistry-society-csv,,other,,
Frasch process,,,important in the mining of free sulfur from enormous underground deposits,,needs_review,openstax-glossary,,other,18,
free radical,,,molecule that contains an odd number of electrons,,needs_review,openstax-glossary,,other,7,
freezing,storknun,,change from a liquid state to a solid state,,approved,chemistry-society-csv,,other,10,
freezing point,frostmark,,temperature at which the solid and liquid phases of a substance are in equilibrium; see also melting point,,approved,chemistry-society-csv,,other,10,
freezing point depression,frostmarkslækkun,,lowering of the freezing point of a liquid by addition of a solute,,approved,chemistry-society-csv,,other,11,
freezing point depression constant,,,"(also, cryoscopic constant) proportionality constant in the equation relating freezing point depression to solute molality",,needs_review,openstax-glossary,,other,11,
frequency,tíðni,,,,approved,chemistry-society-csv,,other,,
frequency factor,tíðnistuðull,,,,approved,chemistry-society-csv,,other,,
tíðnistuðull (A),tíðnistuðull (A),,,"jöfnunarfasti í Arrheniusar-jöfnunni, sem tengist hlutfallslegum fjölda árekstra sem hafa stefnu sem getur leitt til myndunar myndefnis",proposed,openstax-mt,,other,12,
fritted glass,fritta,,,,approved,chemistry-society-csv,,other,,
fuel cell,efnarafall,,devices similar to galvanic cells that require a continuous feed of redox reactants; also called a flow battery,,approved,chemistry-society-csv,,other,17,
fume hood,stinkskápur,,,,approved,chemistry-society-csv,,other,,
functional group,virknihópur,,part of an organic molecule that imparts a specific chemical reactivity to the molecule,,approved,chemistry-society-csv,,other,20,
fundamental unit of charge,grunneining hleðslu,,(also called the elementary charge) equals the magnitude of the charge of an electron (e) with e = 1.602 × 10−19 C,"(einnig kölluð einingarhleðsla) jafngildir stærð hleðslu rafeindar (e) þar sem e = 1,602 × 10−19 C",proposed,openstax-mt,,other,2,
funnel,trekt,,,,approved,chemistry-society-csv,,other,,
fusion,,,"combination of very light nuclei into heavier nuclei, accompanied by the conversion of mass into large amounts of energy",,needs_review,openstax-glossary,,other,21,
fusion reactor,,,nuclear reactor in which fusion reactions of light nuclei are controlled,,needs_review,openstax-glossary,,other,21,
galvanic (voltaic) cell,,,electrochemical cell in which a spontaneous redox reaction takes place; also called a voltaic cell,,needs_review,openstax-glossary,,other,17,
galvanization,,,method of protecting iron or similar metals from corrosion by coating with a thin layer of more easily oxidized zinc.,,needs_review,openstax-glossary,,other,17,
gamma (γ) emission,,,decay of an excited-state nuclide accompanied by emission of a gamma ray,,needs_review,openstax-glossary,,other,21,
gamma ray,,,"(γ or 00γ) short wavelength, high-energy electromagnetic radiation that exhibits wave-particle duality",,needs_review,openstax-glossary,,other,21,
gas,gas,,state in which matter has neither definite volume nor shape,,approved,chemistry-society-csv,,states,1,State of matter
gas constant,gasfastinn,,,,approved,chemistry-society-csv,,other,,
Geiger counter,,,instrument that detects and measures radiation via the ionization produced in a Geiger-Müller tube,,needs_review,openstax-glossary,,other,21,
gel,,,colloidal dispersion of a liquid in a solid,,needs_review,openstax-glossary,,other,11,
geometric isomers,,,"isomers that differ in the way in which atoms are oriented in space relative to each other, leading to different physical and chemical properties",,needs_review,openstax-glossary,,other,19,
Gibbs free energy,Gibbs fríorka,,,,approved,chemistry-society-csv,,other,,
glass rod,glerstafur,,,,approved,chemistry-society-csv,,other,,
graduated cylinder,mæliglas,,,,approved,chemistry-society-csv,,other,,
graduated pipette,mælipípetta,,,,approved,chemistry-society-csv,,other,,
Graham’s law of effusion,útstreymislögmál Grahams,,rates of diffusion and effusion of gases are inversely proportional to the square roots of their molecular masses,sveim- og útstreymishraði gasa er í öfugu hlutfalli við kvaðratrætur sameindamassa þeirra,proposed,openstax-mt,,other,9,
gravimetric analysis,þyngdarmælingagreining,,"quantitative chemical analysis method involving the separation of an analyte from a sample by a physical or chemical process and subsequent mass measurements of the analyte, reaction product, and/or sample","magnbundin efnagreiningaraðferð sem felur í sér aðskilnað greiningarefnis frá sýni með eðlisfræðilegu eða efnafræðilegu ferli og síðan massamælingar á greiningarefninu, myndefninu og/eða sýninu",proposed,openstax-mt,,other,4,
gray (Gy),,,SI unit for measuring radiation dose; 1 Gy = 1 J absorbed/kg tissue,,needs_review,openstax-glossary,,other,21,
ground state,grunnástand,,"state in which the electrons in an atom, ion, or molecule have the lowest energy possible",,approved,chemistry-society-csv,,other,6,
group,flokkur,,vertical column of the periodic table,lóðréttur dálkur í lotukerfinu,approved,chemistry-society-csv,,periodic table,2,Column in periodic table
group,hópur,,vertical column of the periodic table,lóðréttur dálkur í lotukerfinu,approved,chemistry-society-csv,,periodic table,2,Column in periodic table
Haber process,,,main industrial process used to produce ammonia from nitrogen and hydrogen; involves the use of an iron catalyst and elevated temperatures and pressures,,needs_review,openstax-glossary,,other,18,
half cell,,,component of a cell that contains the redox conjugate pair (“couple”) of a single reactant,,needs_review,openstax-glossary,,other,17,
half equivalance point,hálfgildispunktur,,,,approved,chemistry-society-csv,,other,,
half reaction,hálfhvarf,,,,approved,chemistry-society-csv,,other,,
half-cell,hálfker,,,,approved,chemistry-society-csv,,other,,
half-life,helmingunartími,,,,approved,chemistry-society-csv,,other,,
helmingunartími hvarfs (t1/2),helmingunartími hvarfs (t1/2),,,tími sem það tekur fyrir helming af tilteknu magni hvarfefnis að eyðast,proposed,openstax-mt,,other,12,
half-reaction,hálfhvarf,,an equation that shows whether each reactant loses or gains electrons in a reaction.,jafna sem sýnir hvort hvert hvarfefni tapar eða fær rafeindir í hvarfi.,proposed,openstax-mt,,other,4,
halide,,,"compound containing an anion of a group 17 element in the 1− oxidation state (fluoride, F−; chloride, Cl−; bromide, Br−; and iodide, I−)",,needs_review,openstax-glossary,,other,18,
Hall–Héroult cell,,,electrolysis apparatus used to isolate pure aluminum metal from a solution of alumina in molten cryolite,,needs_review,openstax-glossary,,other,18,
